"HIOKI PW3360(Ver2.12)",S/N.161035999
"FOLDER",23072006
"WIRING",3P3W3M
"OPERATION",RMS
"FREQUENCY",50Hz
"THD",THD-F
"INTERVAL",30sec
"U RANGE",600V
"I RANGE",1A
"SENSOR",9694(5A)
"VT(PT)",200
"CT",600
"PULSE",001.000, ,
"ENERGY COST",0000.00,

2023-07-20 18:25:00,START
Date,Etime,Status,Freq_Avg[Hz],U1_Avg[V],Ufnd1_Avg[V],Udeg1_Avg[deg],U2_Avg[V],Ufnd2_Avg[V],Udeg2_Avg[deg],U3_Avg[V],Ufnd3_Avg[V],Udeg3_Avg[deg],I1_Avg[A],Ifnd1_Avg[A],Ideg1_Avg[deg],I2_Avg[A],Ifnd2_Avg[A],Ideg2_Avg[deg],I3_Avg[A],Ifnd3_Avg[A],Ideg3_Avg[deg],P1_Avg[W],P2_Avg[W],P3_Avg[W],P_Avg[W],S1_Avg[VA],S2_Avg[VA],S3_Avg[VA],S_Avg[VA],Q1_Avg[var],Q2_Avg[var],Q3_Avg[var],Q_Avg[var],PF1_Avg,PF2_Avg,PF3_Avg,PF_Avg,Freq_Max[Hz],U1_Max[V],Ufnd1_Max[V],Upeak1_Max[V],Udeg1_Max[deg],U2_Max[V],Ufnd2_Max[V],Upeak2_Max[V],Udeg2_Max[deg],U3_Max[V],Ufnd3_Max[V],Upeak3_Max[V],Udeg3_Max[deg],I1_Max[A],Ifnd1_Max[A],Ipeak1_Max[A],Ideg1_Max[deg],I2_Max[A],Ifnd2_Max[A],Ipeak2_Max[A],Ideg2_Max[deg],I3_Max[A],Ifnd3_Max[A],Ipeak3_Max[A],Ideg3_Max[deg],P1_Max[W],P2_Max[W],P3_Max[W],P_Max[W],S1_Max[VA],S2_Max[VA],S3_Max[VA],S_Max[VA],Q1_Max[var],Q2_Max[var],Q3_Max[var],Q_Max[var],PF1_Max,PF2_Max,PF3_Max,PF_Max,Freq_Min[Hz],U1_Min[V],Ufnd1_Min[V],Upeak1_Min[V],Udeg1_Min[deg],U2_Min[V],Ufnd2_Min[V],Upeak2_Min[V],Udeg2_Min[deg],U3_Min[V],Ufnd3_Min[V],Upeak3_Min[V],Udeg3_Min[deg],I1_Min[A],Ifnd1_Min[A],Ipeak1_Min[A],Ideg1_Min[deg],I2_Min[A],Ifnd2_Min[A],Ipeak2_Min[A],Ideg2_Min[deg],I3_Min[A],Ifnd3_Min[A],Ipeak3_Min[A],Ideg3_Min[deg],P1_Min[W],P2_Min[W],P3_Min[W],P_Min[W],S1_Min[VA],S2_Min[VA],S3_Min[VA],S_Min[VA],Q1_Min[var],Q2_Min[var],Q3_Min[var],Q_Min[var],PF1_Min,PF2_Min,PF3_Min,PF_Min,WP+[Wh],WP-[Wh],WQLAG[varh],WQLEAD[varh],Ecost,WP+dem[Wh],WP-dem[Wh],WQLAGdem[varh],WQLEADdem[varh],Pdem+[W],Pdem-[W],QdemLAG[var],QdemLEAD[var],PFdem,Pulse
2023-07-21 05:37:30,0011:12:30,00000000,49.996E+00,22.67E+03,13.03E+03,0.00E+00,22.56E+03,13.29E+03,118.90E+00,22.47E+03,12.76E+03,-121.21E+00,252.42E+00,252.18E+00,56.20E+00,258.29E+00,258.04E+00,116.75E+00,256.21E+00,255.98E+00,175.65E+00,1.828E+06,3.426E+06,1.475E+06,6.73E+06,3.290E+06,3.434E+06,3.270E+06,9.99E+06,-2.735E+06,0.229E+06,2.918E+06,7.39E+06,-0.5555E+00,0.9978E+00,0.4511E+00,0.6734E+00,50.014E+00,22.72E+03,13.04E+03,19.40E+03,0.00E+00,22.58E+03,13.31E+03,19.65E+03,119.02E+00,22.51E+03,12.77E+03,18.99E+03,-121.11E+00,265.12E+00,264.93E+00,395.38E+00,57.03E+00,271.33E+00,271.14E+00,404.54E+00,117.90E+00,272.32E+00,272.12E+00,404.88E+00,176.62E+00,1.942E+06,3.599E+06,1.575E+06,7.10E+06,3.451E+06,3.606E+06,3.471E+06,10.53E+06,-2.666E+06,0.262E+06,3.101E+06,7.77E+06,-0.5668E+00,0.9984E+00,0.4652E+00,0.6778E+00,49.984E+00,22.62E+03,13.00E+03,18.87E+03,0.00E+00,22.52E+03,13.26E+03,19.27E+03,118.81E+00,22.44E+03,12.74E+03,18.63E+03,-121.29E+00,244.53E+00,244.27E+00,364.26E+00,55.42E+00,251.94E+00,251.63E+00,376.50E+00,115.74E+00,246.35E+00,246.10E+00,363.80E+00,174.83E+00,1.733E+06,3.341E+06,1.401E+06,6.50E+06,3.187E+06,3.350E+06,3.147E+06,9.70E+06,-2.853E+06,0.198E+06,2.809E+06,7.20E+06,-0.5433E+00,0.9971E+00,0.4389E+00,0.6697E+00,68.910E+06,0.000E+06,61.686E+06,-13.672E+06,0.00000E+00,0.056E+06,0.000E+06,0.062E+06,0.000E+06,6.73E+06,0.00E+06,7.39E+06,0.00E+06,0.6734E+00,0.000E+03
2023-07-21 05:38:00,0011:13:00,00000000,50.013E+00,22.67E+03,13.03E+03,0.00E+00,22.57E+03,13.29E+03,118.84E+00,22.49E+03,12.77E+03,-121.26E+00,247.98E+00,247.69E+00,56.63E+00,255.08E+00,254.78E+00,116.49E+00,249.79E+00,249.50E+00,175.46E+00,1.776E+06,3.383E+06,1.432E+06,6.59E+06,3.233E+06,3.391E+06,3.191E+06,9.81E+06,-2.702E+06,0.237E+06,2.851E+06,7.27E+06,-0.5492E+00,0.9976E+00,0.4488E+00,0.6716E+00,50.020E+00,22.69E+03,13.04E+03,19.47E+03,0.00E+00,22.59E+03,13.30E+03,19.62E+03,118.86E+00,22.51E+03,12.78E+03,18.97E+03,-121.23E+00,253.56E+00,253.26E+00,384.05E+00,57.11E+00,259.66E+00,259.34E+00,394.35E+00,116.98E+00,254.61E+00,254.34E+00,381.19E+00,175.87E+00,1.840E+06,3.440E+06,1.454E+06,6.72E+06,3.304E+06,3.450E+06,3.250E+06,10.00E+06,-2.669E+06,0.267E+06,2.911E+06,7.40E+06,-0.5593E+00,0.9979E+00,0.4554E+00,0.6732E+00,50.008E+00,22.64E+03,13.02E+03,18.95E+03,0.00E+00,22.54E+03,13.27E+03,19.28E+03,118.80E+00,22.46E+03,12.75E+03,18.64E+03,-121.29E+00,244.26E+00,243.97E+00,365.86E+00,55.93E+00,251.24E+00,250.97E+00,375.36E+00,115.82E+00,246.25E+00,245.96E+00,366.66E+00,174.82E+00,1.731E+06,3.335E+06,1.404E+06,6.50E+06,3.186E+06,3.342E+06,3.147E+06,9.67E+06,-2.744E+06,0.220E+06,2.805E+06,7.16E+06,-0.5421E+00,0.9970E+00,0.4388E+00,0.6704E+00,68.965E+06,0.000E+06,61.746E+06,-13.672E+06,0.00000E+00,0.055E+06,0.000E+06,0.061E+06,0.000E+06,6.59E+06,0.00E+06,7.27E+06,0.00E+06,0.6716E+00,0.000E+03
2023-07-21 05:38:30,0011:13:30,00000000,50.002E+00,22.66E+03,13.03E+03,0.00E+00,22.56E+03,13.28E+03,118.85E+00,22.48E+03,12.76E+03,-121.24E+00,247.20E+00,246.94E+00,56.69E+00,254.09E+00,253.82E+00,116.57E+00,248.97E+00,248.71E+00,175.56E+00,1.767E+06,3.368E+06,1.431E+06,6.57E+06,3.222E+06,3.376E+06,3.179E+06,9.77E+06,-2.694E+06,0.230E+06,2.838E+06,7.24E+06,-0.5483E+00,0.9977E+00,0.4503E+00,0.6718E+00,50.017E+00,22.70E+03,13.05E+03,19.29E+03,0.00E+00,22.59E+03,13.30E+03,19.71E+03,118.89E+00,22.52E+03,12.78E+03,18.94E+03,-121.21E+00,259.64E+00,259.44E+00,393.67E+00,57.46E+00,266.64E+00,266.43E+00,395.96E+00,117.22E+00,261.46E+00,261.25E+00,391.49E+00,176.20E+00,1.910E+06,3.522E+06,1.471E+06,6.87E+06,3.374E+06,3.532E+06,3.329E+06,10.23E+06,-2.633E+06,0.284E+06,2.993E+06,7.58E+06,-0.5704E+00,0.9980E+00,0.4601E+00,0.6736E+00,49.991E+00,22.59E+03,12.99E+03,18.90E+03,0.00E+00,22.48E+03,13.24E+03,19.23E+03,118.80E+00,22.41E+03,12.72E+03,18.59E+03,-121.28E+00,239.80E+00,239.54E+00,358.99E+00,55.17E+00,246.80E+00,246.49E+00,369.29E+00,115.13E+00,241.55E+00,241.29E+00,360.82E+00,174.18E+00,1.680E+06,3.277E+06,1.401E+06,6.38E+06,3.129E+06,3.284E+06,3.089E+06,9.52E+06,-2.792E+06,0.210E+06,2.753E+06,7.05E+06,-0.5370E+00,0.9967E+00,0.4289E+00,0.6702E+00,69.020E+06,0.000E+06,61.806E+06,-13.672E+06,0.00000E+00,0.055E+06,0.000E+06,0.060E+06,0.000E+06,6.57E+06,0.00E+06,7.24E+06,0.00E+06,0.6718E+00,0.000E+03
2023-07-21 05:39:00,0011:14:00,00000000,49.986E+00,22.65E+03,13.01E+03,0.00E+00,22.52E+03,13.28E+03,118.96E+00,22.43E+03,12.73E+03,-121.15E+00,256.45E+00,256.24E+00,55.71E+00,260.73E+00,260.52E+00,117.25E+00,263.24E+00,263.04E+00,175.99E+00,1.878E+06,3.457E+06,1.527E+06,6.86E+06,3.338E+06,3.463E+06,3.353E+06,10.15E+06,-2.759E+06,0.201E+06,2.985E+06,7.48E+06,-0.5627E+00,0.9983E+00,0.4555E+00,0.6759E+00,49.997E+00,22.68E+03,13.02E+03,19.29E+03,0.00E+00,22.55E+03,13.29E+03,19.61E+03,119.00E+00,22.45E+03,12.75E+03,18.84E+03,-121.11E+00,261.35E+00,261.15E+00,396.07E+00,56.18E+00,265.58E+00,265.38E+00,408.66E+00,117.86E+00,268.24E+00,268.01E+00,494.14E+00,176.38E+00,1.922E+06,3.518E+06,1.557E+06,6.99E+06,3.400E+06,3.525E+06,3.416E+06,10.34E+06,-2.727E+06,0.253E+06,3.042E+06,7.62E+06,-0.5670E+00,0.9986E+00,0.4613E+00,0.6773E+00,49.974E+00,22.58E+03,12.99E+03,18.84E+03,0.00E+00,22.40E+03,13.21E+03,19.19E+03,118.83E+00,22.39E+03,12.68E+03,18.54E+03,-121.32E+00,253.27E+00,253.06E+00,371.01E+00,55.39E+00,256.90E+00,256.70E+00,377.76E+00,115.81E+00,254.90E+00,254.68E+00,377.42E+00,174.88E+00,1.839E+06,3.409E+06,1.439E+06,6.72E+06,3.298E+06,3.414E+06,3.250E+06,9.99E+06,-2.805E+06,0.185E+06,2.914E+06,7.38E+06,-0.5558E+00,0.9974E+00,0.4400E+00,0.6715E+00,69.077E+06,0.000E+06,61.869E+06,-13.672E+06,0.00000E+00,0.057E+06,0.000E+06,0.062E+06,0.000E+06,6.86E+06,0.00E+06,7.48E+06,0.00E+06,0.6759E+00,0.000E+03
2023-07-21 05:39:30,0011:14:30,00000000,49.982E+00,22.66E+03,13.01E+03,0.00E+00,22.52E+03,13.28E+03,118.97E+00,22.43E+03,12.73E+03,-121.13E+00,258.26E+00,258.06E+00,55.72E+00,262.53E+00,262.33E+00,117.38E+00,265.54E+00,265.35E+00,176.07E+00,1.891E+06,3.483E+06,1.544E+06,6.92E+06,3.362E+06,3.488E+06,3.382E+06,10.23E+06,-2.780E+06,0.195E+06,3.009E+06,7.54E+06,-0.5626E+00,0.9984E+00,0.4565E+00,0.6761E+00,49.988E+00,22.69E+03,13.03E+03,19.31E+03,0.00E+00,22.56E+03,13.30E+03,19.73E+03,119.00E+00,22.45E+03,12.74E+03,18.86E+03,-121.10E+00,264.15E+00,263.96E+00,393.21E+00,55.97E+00,268.67E+00,268.48E+00,400.08E+00,117.69E+00,271.23E+00,271.06E+00,402.48E+00,176.31E+00,1.961E+06,3.562E+06,1.581E+06,7.07E+06,3.437E+06,3.568E+06,3.454E+06,10.46E+06,-2.714E+06,0.224E+06,3.081E+06,7.71E+06,-0.5719E+00,0.9986E+00,0.4602E+00,0.6770E+00,49.972E+00,22.63E+03,12.99E+03,18.90E+03,0.00E+00,22.50E+03,13.26E+03,19.24E+03,118.94E+00,22.40E+03,12.71E+03,18.49E+03,-121.16E+00,252.16E+00,251.95E+00,370.21E+00,55.08E+00,256.43E+00,256.22E+00,376.27E+00,116.61E+00,259.56E+00,259.39E+00,379.82E+00,175.37E+00,1.840E+06,3.406E+06,1.511E+06,6.77E+06,3.284E+06,3.411E+06,3.307E+06,10.01E+06,-2.843E+06,0.183E+06,2.937E+06,7.37E+06,-0.5591E+00,0.9980E+00,0.4456E+00,0.6754E+00,69.135E+06,0.000E+06,61.932E+06,-13.672E+06,0.00000E+00,0.058E+06,0.000E+06,0.063E+06,0.000E+06,6.92E+06,0.00E+06,7.54E+06,0.00E+06,0.6761E+00,0.000E+03
2023-07-21 05:40:00,0011:15:00,00000000,49.979E+00,22.64E+03,13.00E+03,0.00E+00,22.51E+03,13.27E+03,118.97E+00,22.41E+03,12.72E+03,-121.13E+00,259.16E+00,258.97E+00,55.88E+00,263.44E+00,263.25E+00,117.55E+00,266.51E+00,266.34E+00,176.23E+00,1.889E+06,3.492E+06,1.557E+06,6.94E+06,3.372E+06,3.497E+06,3.392E+06,10.26E+06,-2.793E+06,0.188E+06,3.013E+06,7.56E+06,-0.5603E+00,0.9986E+00,0.4590E+00,0.6762E+00,49.986E+00,22.66E+03,13.02E+03,19.29E+03,0.00E+00,22.54E+03,13.28E+03,19.71E+03,118.99E+00,22.44E+03,12.74E+03,18.90E+03,-121.09E+00,264.09E+00,263.91E+00,393.21E+00,56.15E+00,268.24E+00,268.05E+00,399.62E+00,118.02E+00,272.11E+00,271.95E+00,400.08E+00,176.59E+00,1.952E+06,3.553E+06,1.585E+06,7.07E+06,3.432E+06,3.559E+06,3.459E+06,10.45E+06,-2.753E+06,0.206E+06,3.086E+06,7.70E+06,-0.5687E+00,0.9988E+00,0.4645E+00,0.6775E+00,49.967E+00,22.62E+03,12.99E+03,18.85E+03,0.00E+00,22.49E+03,13.26E+03,19.25E+03,118.94E+00,22.39E+03,12.71E+03,18.51E+03,-121.15E+00,255.01E+00,254.84E+00,374.44E+00,55.30E+00,259.48E+00,259.25E+00,380.28E+00,117.13E+00,262.83E+00,262.71E+00,385.77E+00,175.73E+00,1.853E+06,3.442E+06,1.536E+06,6.84E+06,3.320E+06,3.447E+06,3.349E+06,10.12E+06,-2.829E+06,0.174E+06,2.968E+06,7.46E+06,-0.5564E+00,0.9983E+00,0.4513E+00,0.6753E+00,69.192E+06,0.000E+06,61.995E+06,-13.672E+06,0.00000E+00,0.058E+06,0.000E+06,0.063E+06,0.000E+06,6.94E+06,0.00E+06,7.56E+06,0.00E+06,0.6762E+00,0.000E+03
2023-07-21 05:40:30,0011:15:30,00000000,49.966E+00,22.56E+03,12.96E+03,0.00E+00,22.43E+03,13.22E+03,118.95E+00,22.34E+03,12.68E+03,-121.14E+00,283.56E+00,283.33E+00,54.52E+00,287.97E+00,287.75E+00,116.08E+00,290.98E+00,290.76E+00,174.86E+00,2.130E+06,3.800E+06,1.616E+06,7.55E+06,3.675E+06,3.810E+06,3.690E+06,11.17E+06,-2.995E+06,0.270E+06,3.317E+06,8.24E+06,-0.5796E+00,0.9974E+00,0.4379E+00,0.6753E+00,49.977E+00,22.67E+03,13.02E+03,19.27E+03,0.00E+00,22.53E+03,13.29E+03,19.57E+03,118.98E+00,22.44E+03,12.74E+03,18.81E+03,-121.11E+00,296.89E+00,296.66E+00,445.85E+00,56.25E+00,301.10E+00,300.87E+00,452.95E+00,117.92E+00,304.71E+00,304.44E+00,457.52E+00,176.60E+00,2.272E+06,3.964E+06,1.661E+06,7.87E+06,3.844E+06,3.976E+06,3.856E+06,11.66E+06,-2.758E+06,0.334E+06,3.489E+06,8.61E+06,-0.5929E+00,0.9987E+00,0.4651E+00,0.6775E+00,49.957E+00,22.49E+03,12.91E+03,18.78E+03,0.00E+00,22.36E+03,13.18E+03,19.16E+03,118.91E+00,22.26E+03,12.64E+03,18.45E+03,-121.17E+00,255.16E+00,254.96E+00,377.65E+00,53.59E+00,259.77E+00,259.58E+00,381.65E+00,115.01E+00,262.24E+00,262.04E+00,385.66E+00,173.94E+00,1.848E+06,3.448E+06,1.544E+06,6.84E+06,3.323E+06,3.453E+06,3.342E+06,10.12E+06,-3.107E+06,0.175E+06,2.963E+06,7.46E+06,-0.5549E+00,0.9964E+00,0.4238E+00,0.6740E+00,69.255E+06,0.000E+06,62.063E+06,-13.672E+06,0.00000E+00,0.063E+06,0.000E+06,0.069E+06,0.000E+06,7.55E+06,0.00E+06,8.24E+06,0.00E+06,0.6753E+00,0.000E+03
2023-07-21 05:41:00,0011:16:00,00000000,49.961E+00,22.52E+03,12.93E+03,0.00E+00,22.39E+03,13.20E+03,118.94E+00,22.29E+03,12.65E+03,-121.14E+00,293.48E+00,293.23E+00,53.99E+00,298.37E+00,298.12E+00,115.52E+00,301.25E+00,301.01E+00,174.26E+00,2.230E+06,3.928E+06,1.634E+06,7.79E+06,3.798E+06,3.940E+06,3.813E+06,11.55E+06,-3.074E+06,0.307E+06,3.445E+06,8.53E+06,-0.5872E+00,0.9970E+00,0.4285E+00,0.6746E+00,49.972E+00,22.55E+03,12.95E+03,19.21E+03,0.00E+00,22.42E+03,13.22E+03,19.57E+03,118.97E+00,22.33E+03,12.67E+03,18.84E+03,-121.10E+00,299.97E+00,299.75E+00,450.54E+00,54.35E+00,304.76E+00,304.51E+00,457.52E+00,115.94E+00,307.63E+00,307.42E+00,460.73E+00,174.60E+00,2.288E+06,4.008E+06,1.667E+06,7.96E+06,3.879E+06,4.020E+06,3.891E+06,11.78E+06,-2.998E+06,0.347E+06,3.516E+06,8.69E+06,-0.5963E+00,0.9975E+00,0.4333E+00,0.6756E+00,49.948E+00,22.48E+03,12.92E+03,18.75E+03,0.00E+00,22.34E+03,13.17E+03,19.15E+03,118.90E+00,22.25E+03,12.62E+03,18.46E+03,-121.18E+00,286.33E+00,286.06E+00,426.97E+00,53.34E+00,291.69E+00,291.45E+00,431.43E+00,114.79E+00,293.71E+00,293.48E+00,435.32E+00,173.72E+00,2.174E+06,3.843E+06,1.580E+06,7.60E+06,3.706E+06,3.856E+06,3.721E+06,11.28E+06,-3.137E+06,0.279E+06,3.367E+06,8.34E+06,-0.5820E+00,0.9961E+00,0.4202E+00,0.6737E+00,69.320E+06,0.000E+06,62.134E+06,-13.672E+06,0.00000E+00,0.065E+06,0.000E+06,0.071E+06,0.000E+06,7.79E+06,0.00E+06,8.53E+06,0.00E+06,0.6746E+00,0.000E+03
2023-07-21 05:41:30,0011:16:30,00000000,49.941E+00,22.48E+03,12.92E+03,0.00E+00,22.36E+03,13.18E+03,118.90E+00,22.26E+03,12.63E+03,-121.12E+00,291.66E+00,291.39E+00,54.07E+00,297.25E+00,296.98E+00,115.66E+00,300.01E+00,299.75E+00,174.25E+00,2.210E+06,3.907E+06,1.623E+06,7.74E+06,3.770E+06,3.918E+06,3.791E+06,11.48E+06,-3.055E+06,0.299E+06,3.427E+06,8.48E+06,-0.5860E+00,0.9971E+00,0.4280E+00,0.6742E+00,49.954E+00,22.51E+03,12.94E+03,19.26E+03,0.00E+00,22.39E+03,13.19E+03,19.58E+03,118.93E+00,22.29E+03,12.65E+03,18.82E+03,-121.09E+00,296.58E+00,296.33E+00,448.25E+00,54.36E+00,301.76E+00,301.46E+00,457.87E+00,116.03E+00,304.50E+00,304.22E+00,461.76E+00,174.57E+00,2.275E+06,3.962E+06,1.643E+06,7.84E+06,3.828E+06,3.974E+06,3.841E+06,11.64E+06,-3.009E+06,0.335E+06,3.485E+06,8.60E+06,-0.5942E+00,0.9975E+00,0.4327E+00,0.6747E+00,49.933E+00,22.45E+03,12.90E+03,18.73E+03,0.00E+00,22.32E+03,13.15E+03,19.13E+03,118.87E+00,22.23E+03,12.61E+03,18.40E+03,-121.15E+00,286.69E+00,286.42E+00,428.00E+00,53.50E+00,292.88E+00,292.60E+00,435.09E+00,115.03E+00,295.27E+00,295.02E+00,437.27E+00,173.75E+00,2.158E+06,3.852E+06,1.593E+06,7.63E+06,3.709E+06,3.863E+06,3.735E+06,11.32E+06,-3.096E+06,0.274E+06,3.370E+06,8.36E+06,-0.5819E+00,0.9964E+00,0.4203E+00,0.6733E+00,69.385E+06,0.000E+06,62.205E+06,-13.672E+06,0.00000E+00,0.064E+06,0.000E+06,0.071E+06,0.000E+06,7.74E+06,0.00E+06,8.48E+06,0.00E+06,0.6742E+00,0.000E+03
2023-07-21 05:42:00,0011:17:00,00000000,49.933E+00,22.49E+03,12.92E+03,0.00E+00,22.37E+03,13.18E+03,118.88E+00,22.26E+03,12.63E+03,-121.08E+00,283.34E+00,283.08E+00,54.56E+00,289.98E+00,289.73E+00,116.28E+00,292.63E+00,292.39E+00,174.61E+00,2.122E+06,3.815E+06,1.601E+06,7.54E+06,3.663E+06,3.824E+06,3.699E+06,11.19E+06,-2.987E+06,0.259E+06,3.334E+06,8.26E+06,-0.5791E+00,0.9977E+00,0.4329E+00,0.6739E+00,49.948E+00,22.53E+03,12.95E+03,19.14E+03,0.00E+00,22.42E+03,13.21E+03,19.50E+03,118.91E+00,22.31E+03,12.66E+03,18.79E+03,-121.02E+00,289.23E+00,288.97E+00,437.38E+00,54.82E+00,295.06E+00,294.79E+00,446.54E+00,116.63E+00,297.76E+00,297.49E+00,447.91E+00,174.91E+00,2.198E+06,3.882E+06,1.633E+06,7.68E+06,3.742E+06,3.893E+06,3.768E+06,11.39E+06,-2.949E+06,0.300E+06,3.403E+06,8.42E+06,-0.5874E+00,0.9980E+00,0.4379E+00,0.6751E+00,49.917E+00,22.44E+03,12.89E+03,18.76E+03,0.00E+00,22.32E+03,13.15E+03,19.12E+03,118.85E+00,22.20E+03,12.60E+03,18.39E+03,-121.14E+00,279.17E+00,278.90E+00,415.41E+00,53.98E+00,284.56E+00,284.30E+00,421.82E+00,115.56E+00,287.59E+00,287.37E+00,423.76E+00,174.18E+00,2.080E+06,3.746E+06,1.571E+06,7.42E+06,3.609E+06,3.755E+06,3.638E+06,11.00E+06,-3.038E+06,0.242E+06,3.270E+06,8.12E+06,-0.5753E+00,0.9970E+00,0.4257E+00,0.6724E+00,69.447E+06,0.000E+06,62.274E+06,-13.672E+06,0.00000E+00,0.063E+06,0.000E+06,0.069E+06,0.000E+06,7.54E+06,0.00E+06,8.26E+06,0.00E+06,0.6739E+00,0.000E+03
2023-07-21 05:42:30,0011:17:30,00000000,49.926E+00,22.47E+03,12.92E+03,0.00E+00,22.35E+03,13.16E+03,118.86E+00,22.25E+03,12.62E+03,-121.08E+00,278.93E+00,278.67E+00,54.65E+00,285.88E+00,285.63E+00,116.07E+00,287.04E+00,286.79E+00,174.47E+00,2.083E+06,3.756E+06,1.562E+06,7.40E+06,3.605E+06,3.765E+06,3.625E+06,10.99E+06,-2.942E+06,0.264E+06,3.272E+06,8.13E+06,-0.5778E+00,0.9975E+00,0.4308E+00,0.6731E+00,49.934E+00,22.50E+03,12.94E+03,19.25E+03,0.00E+00,22.38E+03,13.18E+03,19.56E+03,118.91E+00,22.30E+03,12.65E+03,18.71E+03,-121.02E+00,286.83E+00,286.60E+00,433.26E+00,55.51E+00,292.64E+00,292.42E+00,437.15E+00,116.71E+00,296.71E+00,296.46E+00,445.51E+00,174.86E+00,2.181E+06,3.837E+06,1.605E+06,7.61E+06,3.701E+06,3.847E+06,3.739E+06,11.29E+06,-2.877E+06,0.305E+06,3.383E+06,8.34E+06,-0.5895E+00,0.9981E+00,0.4364E+00,0.6746E+00,49.919E+00,22.43E+03,12.89E+03,18.74E+03,0.00E+00,22.30E+03,13.14E+03,19.10E+03,118.75E+00,22.19E+03,12.59E+03,18.38E+03,-121.19E+00,270.55E+00,270.27E+00,402.14E+00,53.83E+00,277.73E+00,277.50E+00,415.30E+00,115.10E+00,272.26E+00,272.03E+00,405.57E+00,174.03E+00,1.980E+06,3.647E+06,1.479E+06,7.11E+06,3.500E+06,3.659E+06,3.446E+06,10.60E+06,-2.990E+06,0.234E+06,3.110E+06,7.86E+06,-0.5655E+00,0.9966E+00,0.4231E+00,0.6703E+00,69.509E+06,0.000E+06,62.342E+06,-13.672E+06,0.00000E+00,0.062E+06,0.000E+06,0.068E+06,0.000E+06,7.40E+06,0.00E+06,8.13E+06,0.00E+06,0.6731E+00,0.000E+03
2023-07-21 05:43:00,0011:18:00,00000000,49.938E+00,22.46E+03,12.92E+03,0.00E+00,22.36E+03,13.15E+03,118.77E+00,22.28E+03,12.64E+03,-121.18E+00,274.88E+00,274.60E+00,55.22E+00,281.95E+00,281.68E+00,115.24E+00,277.14E+00,276.85E+00,174.27E+00,2.024E+06,3.699E+06,1.504E+06,7.23E+06,3.554E+06,3.711E+06,3.504E+06,10.77E+06,-2.921E+06,0.301E+06,3.165E+06,7.98E+06,-0.5696E+00,0.9967E+00,0.4292E+00,0.6712E+00,49.949E+00,22.49E+03,12.94E+03,19.18E+03,0.00E+00,22.39E+03,13.18E+03,19.54E+03,118.81E+00,22.31E+03,12.66E+03,18.75E+03,-121.14E+00,279.50E+00,279.21E+00,424.57E+00,55.53E+00,286.56E+00,286.28E+00,434.75E+00,115.57E+00,281.90E+00,281.64E+00,425.82E+00,174.59E+00,2.081E+06,3.758E+06,1.528E+06,7.34E+06,3.614E+06,3.771E+06,3.563E+06,10.94E+06,-2.841E+06,0.334E+06,3.222E+06,8.11E+06,-0.5782E+00,0.9970E+00,0.4345E+00,0.6722E+00,49.924E+00,22.42E+03,12.91E+03,18.81E+03,0.00E+00,22.33E+03,13.14E+03,19.10E+03,118.75E+00,22.25E+03,12.62E+03,18.38E+03,-121.22E+00,266.65E+00,266.34E+00,398.59E+00,54.63E+00,273.42E+00,273.11E+00,406.26E+00,114.69E+00,269.26E+00,268.93E+00,402.71E+00,173.73E+00,1.956E+06,3.592E+06,1.466E+06,7.03E+06,3.450E+06,3.603E+06,3.410E+06,10.46E+06,-2.967E+06,0.278E+06,3.074E+06,7.75E+06,-0.5652E+00,0.9960E+00,0.4207E+00,0.6702E+00,69.569E+06,0.000E+06,62.408E+06,-13.672E+06,0.00000E+00,0.060E+06,0.000E+06,0.067E+06,0.000E+06,7.23E+06,0.00E+06,7.98E+06,0.00E+06,0.6712E+00,0.000E+03
